name,address,latitude,longitude,RestaurantsPriceRange2,stars,business_type,kitchen_type,veggy,GoodForKids,RestaurantsDelivery,WiFi,Alcohol,OutdoorSeating,garage,lot,valet,breakfast,brunch,lunch,dinner,dessert,latenight,romantic,intimate,upscale,casual,trendy,classy,RestaurantsReservations,review_count,parking,Sunday_open,Sunday_close,Monday_open,Monday_close,Tuesday_open,Tuesday_close,Wednesday_open,Wednesday_close,Thursday_open,Thursday_close,Friday_open,Friday_close,Saturday_open,Saturday_close
Great Wall Chinese Restaurant,4930 Turney Rd,41.425735,-81.613844,,3.5,other,Chinese,other,TRUE,FALSE,,,,,,,,,,,,,FALSE,,,,,,,7,FALSE,,,,,,,,,,,,,,
Leutner Café,1619 Mistotle Dr,41.5135857,-81.606043,,1,other,other,other,FALSE,,,,,,,,,,,,,,FALSE,,,,,,FALSE,4,FALSE,10:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,7:00:00,20:00:00,10:00:00,20:00:00
Holyland Imports,11717 Lorain Ave,41.46149,-81.7695,,4.5,Grocery,other,other,,,,,,FALSE,TRUE,FALSE,,,,,,,FALSE,,,,,,,3,TRUE,9:00:00,20:00:00,9:00:00,21:00:00,9:00:00,21:00:00,9:00:00,18:00:00,9:00:00,18:00:00,9:00:00,18:00:00,9:00:00,19:00:00
Heinen's Espresso Bar,900 Euclid Ave,41.5000812,-81.6861086,2,4.5,Event Planning & Services,other,other,TRUE,FALSE,,beer_and_wine,,TRUE,TRUE,FALSE,,,,,,,FALSE,,,,,,,141,TRUE,9:00:00,21:00:00,8:00:00,21:00:00,8:00:00,21:00:00,8:00:00,21:00:00,8:00:00,21:00:00,8:00:00,21:00:00,9:00:00,21:00:00
Cibreo Italian Kitchen,1438 Euclid Ave,41.500865,-81.681007,2,3.5,Event Planning & Services,Italian,other,FALSE,FALSE,free,full_bar,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,138,TRUE,15:00:00,20:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,23:00:00,16:00:00,23:00:00
Wrap It Up Food Truck,,41.4908027,-81.6726759,1,4,Event Planning & Services,other,other,TRUE,FALSE,no,none,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,FALSE,,,,,,,,,,,,,,
Nautica Queen Cruise Ship,1153 Main Ave,41.4973443,-81.7036271,3,3.5,Event Planning & Services,other,other,FALSE,FALSE,no,full_bar,TRUE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,46,FALSE,10:00:00,16:00:00,12:00:00,14:00:00,9:00:00,17:00:00,9:00:00,17:00:00,9:00:00,17:00:00,9:00:00,17:00:00,10:00:00,18:00:00
Phuel Cafe,1350 Euclid Ave,41.5004398,-81.6819593,2,4,Fast Food,other,other,TRUE,TRUE,no,none,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,130,TRUE,10:00:00,20:00:00,10:00:00,15:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00
Ty Fun Thai Bistro,815 Jefferson Ave,41.479502,-81.684173,2,4,other,Thai,other,FALSE,TRUE,no,full_bar,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,161,TRUE,17:00:00,21:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,22:00:00,17:00:00,23:00:00,17:00:00,23:00:00
Penn Station East Coast Subs,2164 W 117th St,41.4730586,-81.7693454,1,3.5,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,13,TRUE,11:30:00,21:00:00,11:00:00,19:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00
Holland BBQ,772 E 185th St,41.5866352,-81.5498944,1,4,other,other,other,TRUE,FALSE,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13,TRUE,,,,,,,,,,,,,,
Wolfgang Puck Express,"11100 Euclid Ave, Fl 2, UHC Seidman Cancer Center",41.50733551,-81.60565283,2,4,other,other,other,TRUE,FALSE,free,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,31,FALSE,8:00:00,18:00:00,7:00:00,19:00:00,7:00:00,19:00:00,7:00:00,19:00:00,7:00:00,19:00:00,7:00:00,19:00:00,8:00:00,18:00:00
New Heights Grill,2206 Lee Rd,41.49944159,-81.56557918,2,4,other,other,other,TRUE,TRUE,free,full_bar,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,52,FALSE,12:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00
Penn Station East Coast Subs,1840 Warrensville Ctr Rd,41.50128,-81.5366,1,3,other,other,other,TRUE,FALSE,,none,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,TRUE,12:00:00,20:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Market at Flying Fig,2523 Market Ave,41.4841479,-81.7043159,2,4,other,other,other,FALSE,FALSE,no,none,TRUE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,23,FALSE,9:00:00,21:00:00,,,9:00:00,21:00:00,9:00:00,21:00:00,9:00:00,21:00:00,9:00:00,21:00:00,9:00:00,21:00:00
House of Blues - Music Venue,308 Euclid Ave,41.499164,-81.690889,2,3,Bars,other,other,FALSE,FALSE,no,full_bar,FALSE,TRUE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,170,TRUE,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
Caffe Roma,13000 Lorain Ave,41.4586597,-81.7794497,2,4,other,Italian,other,TRUE,FALSE,no,full_bar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,60,TRUE,,,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00
Mr Hero,6833 Pearl Rd,41.3793253,-81.7857203,1,3,other,other,other,TRUE,TRUE,,,,,,,,,,,,,FALSE,,,,,,FALSE,6,FALSE,,,,,,,,,,,,,,
Sprinly,,41.5091257,-81.6089873,2,5,Event Planning & Services,other,veg,TRUE,TRUE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,22,FALSE,,,,,,,,,,,,,,
XO Prime Steaks,500 W St Clair Ave,41.4998531,-81.6984516,3,3.5,Steakhouses,other,other,FALSE,FALSE,no,full_bar,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,195,TRUE,16:00:00,22:00:00,17:00:00,23:00:00,17:00:00,23:00:00,17:00:00,23:00:00,17:00:00,23:00:00,17:00:00,0:00:00,17:00:00,0:00:00
Crile Food Emporium,"2049 E 100th St, Bldg A, Fl 2",41.50236619,-81.61765829,,4.5,other,other,other,,,,,,,,,,,,,,,FALSE,,,,,,,6,FALSE,,,6:30:00,18:00:00,6:30:00,18:00:00,6:30:00,18:00:00,6:30:00,18:00:00,6:30:00,18:00:00,,
Battiste & Dupree Cajun Grill,1992 Warrensville Center Rd,41.5055208,-81.5369941,2,4,other,other,other,TRUE,FALSE,no,full_bar,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,80,TRUE,,,,,15:00:00,21:00:00,15:00:00,22:00:00,15:00:00,22:00:00,15:00:00,23:00:00,15:00:00,23:00:00
The 3 Aprons Bakery and Cafe,12204 Larchmere Blvd,41.4878064,-81.59731641,,4,Cafes,other,other,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,,8,FALSE,10:00:00,14:00:00,,,7:00:00,18:00:00,7:00:00,18:00:00,7:00:00,18:00:00,7:00:00,18:00:00,8:00:00,16:00:00
Papa John's Pizza,17125 Lorain Ave,41.449771,-81.8164605,1,3,other,other,other,FALSE,TRUE,,none,,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,FALSE,8,FALSE,,,,,,,,,,,,,,
B & J's Corned Beef Shoppe & Deli,9717 Lorain Ave,41.4677341,-81.750378,1,3,Delis,other,other,TRUE,FALSE,,none,FALSE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,FALSE,7:00:00,14:00:00,6:30:00,16:00:00,6:30:00,16:00:00,6:30:00,16:00:00,6:30:00,16:00:00,6:30:00,16:00:00,6:30:00,16:00:00
Juice Up Coldpress,13206 Shaker Square,41.48320277,-81.59009447,3,4.5,Bars,other,other,,,free,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,FALSE,9,FALSE,,,11:00:00,15:00:00,10:00:00,17:30:00,10:00:00,17:30:00,10:00:00,17:30:00,10:00:00,17:30:00,10:00:00,15:00:00
Denny's,4331 W 150th St,41.43678067,-81.80057824,1,2,Diners,other,other,TRUE,TRUE,no,none,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47,FALSE,,,,,,,,,,,,,,
Señor Tequila Mexican Grill & Cantina,13114 Shaker Square,41.483343,-81.591544,2,3.5,other,Mexican,other,TRUE,FALSE,no,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,72,FALSE,17:00:00,21:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00
Georgio's Oven Fresh Pizza,1282 Som Center Rd,41.5252089,-81.4392828,1,3,other,other,other,TRUE,TRUE,no,none,FALSE,,,,,,,,,,FALSE,,,,,,FALSE,5,FALSE,11:00:00,21:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00
Subway Restaurants,1800 Euclid Ave,41.5008836,-81.6784514,1,2.5,Fast Food,other,other,TRUE,FALSE,,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,FALSE,9:00:00,20:00:00,8:00:00,22:00:00,8:00:00,22:00:00,8:00:00,22:00:00,8:00:00,22:00:00,8:00:00,22:00:00,9:00:00,22:00:00
Double Dragon Buffet,6276 Pearl Rd,41.3910348,-81.7637795,2,2.5,other,Chinese,other,TRUE,FALSE,no,beer_and_wine,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,38,TRUE,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00
Rally's,4154 Lee Road,41.4465513,-81.5651484,1,2.5,Fast Food,other,other,TRUE,FALSE,,none,TRUE,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,FALSE,7,FALSE,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,5:00:00,10:00:00,5:00:00,10:00:00,5:00:00
Pedro's Pedro's,Tower City Ctr,41.49686089,-81.69447642,,1.5,Fast Food,Mexican,other,,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,4,FALSE,12:00:00,17:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00
Liquid Planet,11002 Clifton Blvd,41.486238,-81.761159,1,4,Bars,other,other,TRUE,TRUE,free,none,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,95,TRUE,10:00:00,22:00:00,,,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,9:00:00,22:00:00
Penn Station East Coast Subs,"7080 Engle Rd, Ste A",41.3746218,-81.8257664,1,3.5,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18,FALSE,12:00:00,20:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00
Rascal House,2255 Warrensville Ctr Rd,41.4983506,-81.535777,2,2.5,other,other,other,TRUE,TRUE,free,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,TRUE,9:00:00,0:30:00,9:00:00,0:30:00,9:00:00,0:30:00,9:00:00,0:30:00,9:00:00,1:30:00,9:00:00,1:30:00,9:00:00,1:30:00
Swensons Drive-In,14510 Cedar Rd,41.50108579,-81.51742584,1,4,Fast Food,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,150,TRUE,11:00:00,0:00:00,,,16:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,1:30:00,11:00:00,1:30:00
Taco Bell,3314 Steelyard Drive,41.460284,-81.690501,1,2.5,Fast Food,Mexican,other,TRUE,TRUE,free,none,FALSE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,TRUE,7:00:00,3:00:00,7:00:00,3:00:00,7:00:00,3:00:00,7:00:00,3:00:00,7:00:00,3:00:00,7:00:00,4:00:00,7:00:00,4:00:00
Fired Up Taco Truck,,41.5091257,-81.6089873,1,4,Food Trucks,Mexican,other,TRUE,FALSE,no,none,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37,TRUE,,,,,,,,,,,,,,
Inca Tea Cafe,5300 Riverside Dr,41.408566,-81.84055,1,4.5,other,other,other,,,free,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,32,FALSE,,,,,,,,,,,,,,
Mt Pleasant Bar-B-Q,12725 Kinsman Rd,41.4662294,-81.5933666,,3.5,other,other,other,,FALSE,,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,FALSE,11,FALSE,15:00:00,1:00:00,15:00:00,1:00:00,15:00:00,1:00:00,15:00:00,1:00:00,15:00:00,3:00:00,13:00:00,4:00:00,13:00:00,4:00:00
Dave's Cosmic Subs,1918 E 6th St,41.5005538,-81.6896934,1,3.5,other,other,other,TRUE,TRUE,no,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,FALSE,,,11:00:00,15:00:00,11:00:00,15:00:00,11:00:00,15:00:00,11:00:00,15:00:00,11:00:00,15:00:00,,
Club Isabella,2175 Cornell Rd,41.5051803,-81.6009555,3,3.5,Diners,French,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,71,TRUE,,,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,21:00:00,11:30:00,22:00:00,11:30:00,22:00:00
IHOP,10810 Brookpark Rd,41.41886,-81.76074,1,2.5,Burgers,other,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,56,TRUE,0:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,22:00:00,6:00:00,0:00:00,,
Han Chinese Kabob & Grill,"3710 Payne Ave, Ste 110",41.5095919,-81.662275,2,4,other,Chinese,other,TRUE,FALSE,no,none,FALSE,TRUE,FALSE,FALSE,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,110,TRUE,11:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,,,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00
Speedy's Grub Shack,14001 Lakewood Heights Blvd,41.47012,-81.79009,1,4,Fast Food,other,other,TRUE,TRUE,free,beer_and_wine,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35,TRUE,,,,,,,,,,,,,,
Benny's Sports Bar,3463 Fulton Rd,41.4601128,-81.7115556,,4,Bars,Latin American,other,,FALSE,free,full_bar,FALSE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,TRUE,,,,,,,,,17:00:00,0:00:00,17:00:00,2:30:00,17:00:00,2:30:00
Marjees Bar & Grill,3604 Superior Ave,41.5122487,-81.6653555,,5,Bars,other,other,,TRUE,free,,,,,,,,,,,,FALSE,,,,,,FALSE,7,FALSE,11:00:00,0:00:00,,,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,1:00:00,,
Cleveland Chop,824 W St Clair Ave,41.4994315,-81.6993047,2,4,Bars,other,other,TRUE,FALSE,free,full_bar,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,313,TRUE,10:00:00,21:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:00:00,23:00:00
The Old Angle Tavern,1848 W 25th St,41.4859202,-81.7051626,2,4,Bars,other,other,FALSE,FALSE,free,full_bar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,94,FALSE,12:00:00,2:00:00,16:00:00,2:00:00,16:00:00,2:00:00,16:00:00,2:00:00,16:00:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00
Bill's Coffee Shop,3954 Mayfield Rd,41.5204615,-81.5381204,1,3,Diners,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10,FALSE,8:00:00,17:00:00,8:00:00,17:00:00,8:00:00,17:00:00,7:00:00,17:00:00,7:00:00,17:00:00,7:00:00,17:00:00,8:00:00,17:00:00
Subway Restaurants,4161 W 150th Street,41.44134,-81.80055,1,3,Fast Food,other,other,TRUE,,,,,,,,,,,,,,FALSE,,,,,,FALSE,4,FALSE,,,,,,,,,,,,,,
Ohio City Burrito,526 Superior Ave,41.50104155,-81.69045396,,3.5,other,Mexican,other,TRUE,TRUE,free,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,FALSE,,,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00,10:30:00,22:00:00
Athens Pizzeria,8801 Denison Ave,41.4640005,-81.7450118,1,3,other,other,other,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,,,,,,9,FALSE,,,15:00:00,22:00:00,15:00:00,22:00:00,15:00:00,22:00:00,15:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00
Crêpes De Luxe,1979 W 25th St,41.4846863,-81.7030619,1,3.5,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,78,TRUE,10:00:00,16:00:00,8:30:00,15:00:00,,,8:30:00,15:00:00,,,8:30:00,15:00:00,8:00:00,16:00:00
Sichuan Hot Pot Cuisine,2162 Rockwell Ave,41.5086365,-81.6781363,,4.5,other,Chinese,other,,TRUE,free,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22,FALSE,12:00:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,11:30:00,22:00:00,12:00:00,22:30:00,12:00:00,22:30:00
Dante's Inferno Flats,1059 Old River Rd,41.49996389,-81.70662515,2,3,other,Italian,other,TRUE,TRUE,free,full_bar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,,,TRUE,61,FALSE,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,2:00:00,11:00:00,2:00:00
Big Boy Restaurant,12920 Brookpark Rd,41.4188318,-81.7799975,1,3,Burgers,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36,TRUE,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,23:00:00,7:00:00,0:00:00,7:00:00,0:00:00
Campbell's Sweets Factory,2084 W 25th St,41.4830585,-81.7026763,1,4.5,Cafes,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,FALSE,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,21:00:00,10:00:00,21:00:00
Nipa Hut Oriental Food Mart,6775 W 130th St,41.37954,-81.7843625,2,4,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,37,TRUE,,,8:30:00,19:30:00,8:30:00,19:30:00,8:30:00,19:30:00,8:30:00,19:30:00,8:30:00,19:30:00,8:30:00,19:30:00
Boaz Cafe,2549 Lorain Ave,41.483713,-81.704089,1,4.5,Bars,Mediterranean,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,209,FALSE,11:00:00,18:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00,11:00:00,21:00:00
Arby's,2203 Chester Ave,41.5038872,-81.67495727,1,4,Fast Food,other,other,TRUE,TRUE,free,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,FALSE,6:00:00,21:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,1:00:00,6:00:00,1:00:00
Shake Shack,601 Euclid Ave,41.500334,-81.689174,,4,Fast Food,other,other,,TRUE,,beer_and_wine,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40,FALSE,11:00:00,22:00:00,,,11:00:00,17:00:00,11:00:00,22:00:00,11:00:00,22:00:00,11:00:00,23:00:00,11:00:00,23:00:00
Janelle's Restaurant,12508 St Clair Ave,41.541393,-81.596791,1,5,other,other,other,TRUE,FALSE,no,none,FALSE,TRUE,FALSE,FALSE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,TRUE,,,7:00:00,16:00:00,7:00:00,16:00:00,7:00:00,16:00:00,7:00:00,16:00:00,7:00:00,16:00:00,7:00:00,16:00:00
Royal Donut,5759 State Rd,41.4059869,-81.7099559,1,4,other,other,other,,,,,,FALSE,TRUE,FALSE,,,,,,,FALSE,,,,,,,23,TRUE,,,,,,,,,,,,,,
Velvet Tango Room,2095 Columbus Rd,41.483895,-81.7000678,3,4.5,Bars,other,other,FALSE,,no,full_bar,TRUE,FALSE,FALSE,FALSE,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,313,FALSE,,,16:30:00,1:00:00,16:30:00,1:00:00,16:30:00,1:00:00,16:30:00,1:00:00,16:30:00,1:00:00,18:00:00,1:00:00
Chili Peppers,869 E 185th St,41.5838848,-81.5495513,1,4,other,Mexican,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,88,TRUE,12:00:00,20:00:00,9:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00,11:00:00,21:30:00
Rocky's Pizza,6168 Broadview Rd,41.3959238,-81.6879693,2,4,other,other,other,TRUE,TRUE,no,full_bar,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,25,FALSE,,,,,,,,,,,,,,
