name,address,latitude,longitude,RestaurantsPriceRange2,stars,business_type,region,veggy,GoodForKids,RestaurantsDelivery,WiFi,Alcohol,OutdoorSeating,garage,lot,valet,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,breakfast,brunch,lunch,dinner,dessert,latenight,romantic,intimate,upscale,casual,trendy,classy,RestaurantsReservations,review_count
XO Prime Steaks,500 W St Clair Ave,41.4998531,-81.6984516,3,3.5,Steakhouses,other,other,FALSE,FALSE,no,full_bar,FALSE,FALSE,FALSE,TRUE,16:0-22:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-0:0,17:0-0:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,195
Crile Food Emporium,"2049 E 100th St, Bldg A, Fl 2",41.50236619,-81.61765829,,4.5,other,other,other,,,,,,,,,,6:30-18:0,6:30-18:0,6:30-18:0,6:30-18:0,6:30-18:0,,,,,,,,,,,,,,,6
Battiste & Dupree Cajun Grill,1992 Warrensville Center Rd,41.5055208,-81.5369941,2,4,other,other,other,TRUE,FALSE,no,full_bar,FALSE,FALSE,TRUE,FALSE,,,15:0-21:0,15:0-22:0,15:0-22:0,15:0-23:0,15:0-23:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,80
The 3 Aprons Bakery and Cafe,12204 Larchmere Blvd,41.4878064,-81.59731641,,4,Cafes,other,other,,FALSE,,,,FALSE,FALSE,FALSE,10:0-14:0,,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,8:0-16:0,,,,,,,,,,,,,,8
Papa John's Pizza,17125 Lorain Ave,41.449771,-81.8164605,1,3,other,other,other,FALSE,TRUE,,none,,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,8
B & J's Corned Beef Shoppe & Deli,9717 Lorain Ave,41.4677341,-81.750378,1,3,Delis,other,other,TRUE,FALSE,,none,FALSE,,,,7:0-14:0,6:30-16:0,6:30-16:0,6:30-16:0,6:30-16:0,6:30-16:0,6:30-16:0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8
Juice Up Coldpress,13206 Shaker Square,41.48320277,-81.59009447,3,4.5,Bars,other,other,,,free,,,FALSE,FALSE,FALSE,,11:0-15:0,10:0-17:30,10:0-17:30,10:0-17:30,10:0-17:30,10:0-15:0,,,,,,,,,,,,,FALSE,9
Denny's,4331 W 150th St,41.43678067,-81.80057824,1,2,Diners,other,other,TRUE,TRUE,no,none,FALSE,FALSE,FALSE,FALSE,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,47
Señor Tequila Mexican Grill & Cantina,13114 Shaker Square,41.483343,-81.591544,2,3.5,other,Mexican,other,TRUE,FALSE,no,full_bar,TRUE,FALSE,FALSE,FALSE,17:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,72
Georgio's Oven Fresh Pizza,1282 Som Center Rd,41.5252089,-81.4392828,1,3,other,other,other,TRUE,TRUE,no,none,FALSE,,,,11:0-21:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,,,,,,,,,,,,,FALSE,5
Subway Restaurants,1800 Euclid Ave,41.5008836,-81.6784514,1,2.5,Fast Food,other,other,TRUE,FALSE,,none,FALSE,FALSE,FALSE,FALSE,9:0-20:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,9:0-22:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12
Double Dragon Buffet,6276 Pearl Rd,41.3910348,-81.7637795,2,2.5,other,Chinese,other,TRUE,FALSE,no,beer_and_wine,FALSE,FALSE,TRUE,FALSE,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,38
Rally's,4154 Lee Road,41.4465513,-81.5651484,1,2.5,Fast Food,other,other,TRUE,FALSE,,none,TRUE,FALSE,FALSE,FALSE,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-5:0,10:0-5:0,10:0-5:0,,,,,,,,,,,,,FALSE,7
Pedro's Pedro's,Tower City Ctr,41.49686089,-81.69447642,,1.5,Fast Food,Mexican,other,,FALSE,,,,,,,12:0-17:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,4
Liquid Planet,11002 Clifton Blvd,41.486238,-81.761159,1,4,Bars,other,other,TRUE,TRUE,free,none,TRUE,FALSE,TRUE,FALSE,10:0-22:0,,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,9:0-22:0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,95
Penn Station East Coast Subs,"7080 Engle Rd, Ste A",41.3746218,-81.8257664,1,3.5,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,12:0-20:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18
Rascal House,2255 Warrensville Ctr Rd,41.4983506,-81.535777,2,2.5,other,other,other,TRUE,TRUE,free,none,FALSE,FALSE,TRUE,FALSE,9:0-0:30,9:0-0:30,9:0-0:30,9:0-0:30,9:0-1:30,9:0-1:30,9:0-1:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22
Swensons Drive-In,14510 Cedar Rd,41.50108579,-81.51742584,1,4,Fast Food,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,11:0-0:0,,16:0-0:0,11:0-0:0,11:0-0:0,11:0-1:30,11:0-1:30,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,150
Taco Bell,3314 Steelyard Drive,41.460284,-81.690501,1,2.5,Fast Food,Mexican,other,TRUE,TRUE,free,none,FALSE,FALSE,TRUE,FALSE,7:0-3:0,7:0-3:0,7:0-3:0,7:0-3:0,7:0-3:0,7:0-4:0,7:0-4:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19
Fired Up Taco Truck,,41.5091257,-81.6089873,1,4,Food Trucks,Mexican,other,TRUE,FALSE,no,none,TRUE,FALSE,TRUE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,37
Inca Tea Cafe,5300 Riverside Dr,41.408566,-81.84055,1,4.5,other,other,other,,,free,,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,32
Mt Pleasant Bar-B-Q,12725 Kinsman Rd,41.4662294,-81.5933666,,3.5,other,other,other,,FALSE,,,,FALSE,FALSE,FALSE,15:0-1:0,15:0-1:0,15:0-1:0,15:0-1:0,15:0-3:0,13:0-4:0,13:0-4:0,,,,,,,,,,,,,FALSE,11
Dave's Cosmic Subs,1918 E 6th St,41.5005538,-81.6896934,1,3.5,other,other,other,TRUE,TRUE,no,none,FALSE,FALSE,FALSE,FALSE,,11:0-15:0,11:0-15:0,11:0-15:0,11:0-15:0,11:0-15:0,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43
Club Isabella,2175 Cornell Rd,41.5051803,-81.6009555,3,3.5,Diners,French,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,FALSE,TRUE,,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,71
IHOP,10810 Brookpark Rd,41.41886,-81.76074,1,2.5,Burgers,other,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,0:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-0:0,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,56
Han Chinese Kabob & Grill,"3710 Payne Ave, Ste 110",41.5095919,-81.662275,2,4,other,Chinese,other,TRUE,FALSE,no,none,FALSE,TRUE,FALSE,FALSE,11:30-22:0,10:30-22:0,10:30-22:0,,10:30-22:0,10:30-22:0,10:30-22:0,FALSE,,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,110
Speedy's Grub Shack,14001 Lakewood Heights Blvd,41.47012,-81.79009,1,4,Fast Food,other,other,TRUE,TRUE,free,beer_and_wine,FALSE,FALSE,TRUE,FALSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35
Benny's Sports Bar,3463 Fulton Rd,41.4601128,-81.7115556,,4,Bars,Latin American,other,,FALSE,free,full_bar,FALSE,FALSE,TRUE,FALSE,,,,,17:0-0:0,17:0-2:30,17:0-2:30,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8
Marjees Bar & Grill,3604 Superior Ave,41.5122487,-81.6653555,,5,Bars,other,other,,TRUE,free,,,,,,11:0-0:0,,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,,,,,,,,,,,,,,FALSE,7
Cleveland Chop,824 W St Clair Ave,41.4994315,-81.6993047,2,4,Bars,other,other,TRUE,FALSE,free,full_bar,TRUE,FALSE,TRUE,TRUE,10:0-21:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:0-23:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,313
The Old Angle Tavern,1848 W 25th St,41.4859202,-81.7051626,2,4,Bars,other,other,FALSE,FALSE,free,full_bar,FALSE,FALSE,FALSE,FALSE,12:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,11:0-2:0,11:0-2:0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,94
Bill's Coffee Shop,3954 Mayfield Rd,41.5204615,-81.5381204,1,3,Diners,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,8:0-17:0,8:0-17:0,8:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,8:0-17:0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,10
Subway Restaurants,4161 W 150th Street,41.44134,-81.80055,1,3,Fast Food,other,other,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4
Ohio City Burrito,526 Superior Ave,41.50104155,-81.69045396,,3.5,other,Mexican,other,TRUE,TRUE,free,,TRUE,FALSE,FALSE,FALSE,,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Athens Pizzeria,8801 Denison Ave,41.4640005,-81.7450118,1,3,other,other,other,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,15:0-22:0,15:0-22:0,15:0-22:0,15:0-22:0,11:0-23:0,11:0-23:0,,,,,,,,,,,,,,9
Crêpes De Luxe,1979 W 25th St,41.4846863,-81.7030619,1,3.5,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,10:0-16:0,8:30-15:0,,8:30-15:0,,8:30-15:0,8:0-16:0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,78
Sichuan Hot Pot Cuisine,2162 Rockwell Ave,41.5086365,-81.6781363,,4.5,other,Chinese,other,,TRUE,free,,,,,,12:0-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,12:0-22:30,12:0-22:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22
Dante's Inferno Flats,1059 Old River Rd,41.49996389,-81.70662515,2,3,other,Italian,other,TRUE,TRUE,free,full_bar,TRUE,FALSE,FALSE,FALSE,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-2:0,11:0-2:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,,,TRUE,61
Big Boy Restaurant,12920 Brookpark Rd,41.4188318,-81.7799975,1,3,Burgers,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-0:0,7:0-0:0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36
Campbell's Sweets Factory,2084 W 25th St,41.4830585,-81.7026763,1,4.5,Cafes,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-21:0,10:0-21:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68
Nipa Hut Oriental Food Mart,6775 W 130th St,41.37954,-81.7843625,2,4,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,,8:30-19:30,8:30-19:30,8:30-19:30,8:30-19:30,8:30-19:30,8:30-19:30,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,37
Boaz Cafe,2549 Lorain Ave,41.483713,-81.704089,1,4.5,Bars,Mediterranean,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,11:0-18:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,209
Arby's,2203 Chester Ave,41.5038872,-81.67495727,1,4,Fast Food,other,other,TRUE,TRUE,free,,,,,,6:0-21:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-1:0,6:0-1:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
Shake Shack,601 Euclid Ave,41.500334,-81.689174,,4,Fast Food,other,other,,TRUE,,beer_and_wine,FALSE,FALSE,FALSE,FALSE,11:0-22:0,,11:0-17:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,40
Janelle's Restaurant,12508 St Clair Ave,41.541393,-81.596791,1,5,other,other,other,TRUE,FALSE,no,none,FALSE,TRUE,FALSE,FALSE,,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8
Royal Donut,5759 State Rd,41.4059869,-81.7099559,1,4,other,other,other,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,23
Velvet Tango Room,2095 Columbus Rd,41.483895,-81.7000678,3,4.5,Bars,other,other,FALSE,,no,full_bar,TRUE,FALSE,FALSE,FALSE,,16:30-1:0,16:30-1:0,16:30-1:0,16:30-1:0,16:30-1:0,18:0-1:0,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,313
Chili Peppers,869 E 185th St,41.5838848,-81.5495513,1,4,other,Mexican,other,TRUE,FALSE,free,none,FALSE,FALSE,TRUE,FALSE,12:0-20:0,9:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,88
Rocky's Pizza,6168 Broadview Rd,41.3959238,-81.6879693,2,4,other,other,other,TRUE,TRUE,no,full_bar,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,25
Zanzibar Soul Fusion,627 Prospect Ave E,41.4987243,-81.6883557,2,3.5,other,Southern,other,TRUE,TRUE,free,full_bar,TRUE,TRUE,FALSE,FALSE,10:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,10:0-0:0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,267
Map of Thailand,"3710 Payne Ave, Ste 106",41.5095919,-81.662275,2,4.5,other,Thai,other,TRUE,FALSE,no,none,FALSE,FALSE,TRUE,FALSE,,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:30,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,223
Lava Lounge,1307 Auburn Ave,41.4759147,-81.6907885,2,4,Bars,other,other,FALSE,FALSE,free,full_bar,TRUE,FALSE,FALSE,FALSE,17:0-23:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-2:30,16:0-2:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,83
Taco Bell Cantina,200 Euclid Avenue,41.49931041,-81.6915189,1,3,Fast Food,Mexican,other,TRUE,TRUE,free,beer_and_wine,TRUE,FALSE,FALSE,FALSE,9:0-1:30,9:0-1:30,9:0-1:30,9:0-1:30,9:0-1:30,9:0-3:30,9:0-3:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,49
The Palazzo Restaurant,10031 Detroit Ave,41.4796057,-81.7539453,,5,other,Italian,other,,,,,TRUE,TRUE,TRUE,FALSE,16:0-21:0,,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,16:0-23:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,19
The Kensington Pub,2260 Lee Rd,41.4980667,-81.5655983,,4.5,Bars,other,other,,,,,,,,,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,19
Office,8800 Pearl Rd,41.3452509,-81.8255316,,3.5,Bars,other,other,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,7
Civilization,2366 W 11th St,41.4798463,-81.6895912,1,4,Cafes,other,other,FALSE,FALSE,free,none,TRUE,FALSE,FALSE,FALSE,8:0-18:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-23:0,8:0-23:0,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,119
Elements Bistro,2300 Euclid Ave,41.5015955,-81.6727615,2,4.5,other,other,other,FALSE,FALSE,free,beer_and_wine,TRUE,FALSE,FALSE,FALSE,,11:0-16:0,11:0-16:0,11:0-16:0,11:0-16:0,11:0-16:0,,,,TRUE,,,,,,,TRUE,TRUE,,TRUE,21
Victory Alley,721 Bolivar Rd,41.4974188,-81.6860444,1,3,Bars,other,other,TRUE,FALSE,,,TRUE,FALSE,FALSE,FALSE,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18
Little Caesars,5721 Turney Rd,41.4076669,-81.598679,1,2,other,other,other,,,,,,,,,8:0-20:0,8:0-20:30,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,,,,,,,,,,,,,,6
Rowley Inn,1104 Rowley Ave,41.4689993,-81.6878849,2,4.5,Bars,other,other,FALSE,FALSE,free,full_bar,FALSE,FALSE,FALSE,FALSE,5:30-2:0,8:0-0:0,7:0-23:0,7:0-23:0,7:0-23:0,5:30-22:0,5:30-23:0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,TRUE,171
Thai Elephant Restaurant,16610 Lorain Ave,41.4509427,-81.8139555,2,4,other,Thai,other,TRUE,TRUE,free,none,FALSE,FALSE,FALSE,FALSE,17:0-21:0,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,,,TRUE,TRUE,,,,,,TRUE,,,TRUE,106
China Dragon Restaurant,11421 Buckeye Rd,41.4826303,-81.6058534,2,2,other,Chinese,other,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10
Harry Buffalo,2120 East 4th St,41.4978078,-81.68990747,2,3.5,Bars,other,other,TRUE,,free,full_bar,FALSE,FALSE,FALSE,FALSE,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,251
Zanzibar Soul Fusion,13225 Shaker Square,41.4841699,-81.5897353,2,3.5,other,Southern,other,TRUE,TRUE,no,full_bar,TRUE,FALSE,FALSE,FALSE,11:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,11:0-1:0,11:0-1:0,FALSE,,,TRUE,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,214
Hatfield's Goode Grub,16700 Lorain Ave,41.45071929,-81.81398696,2,4.5,Food Trucks,Southern,other,TRUE,TRUE,free,full_bar,FALSE,FALSE,TRUE,FALSE,8:0-20:0,,11:0-23:0,11:0-23:0,11:0-23:0,9:0-1:0,9:0-1:0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,121
Good To Go,1360 E 9th St,41.5034489,-81.6900778,,5,Cafes,other,other,TRUE,,,,FALSE,FALSE,FALSE,FALSE,,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,7:0-16:0,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,5
Old Fashion Hot Dogs,4008 Lorain Ave,41.4805523,-81.7134136,1,4.5,Fast Food,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,11:0-17:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-3:0,10:0-3:0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,80
Five Guys,3273 Steelyard Dr,41.4645276,-81.6870377,1,4,Fast Food,other,other,TRUE,TRUE,no,none,TRUE,FALSE,TRUE,FALSE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,23
Literary Tavern,1031 Literary Rd,41.480252,-81.688472,,5,Bars,other,other,,,,,,,,,,12:0-1:0,12:0-1:0,12:0-1:0,12:0-1:0,12:0-1:0,16:0-1:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,7
Parallax Restaurant and Lounge,2179 W 11th St,41.482406,-81.68906,3,4,Bars,Asian Fusion,other,FALSE,FALSE,no,full_bar,TRUE,FALSE,FALSE,TRUE,,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-0:0,17:0-0:0,FALSE,FALSE,,TRUE,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,233
Omar's Seafood & Grill,12520 St Clair Ave,41.5415564,-81.5966002,2,3.5,other,other,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,10:0-23:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15
Souper Market,1900 E 6th St,41.5005885,-81.6897623,,5,other,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Sí Señor Mexican Restaurant,16800 Lorain Ave,41.4508183,-81.814615,2,4,other,Mexican,other,TRUE,FALSE,free,full_bar,TRUE,FALSE,TRUE,FALSE,11:30-21:0,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,12:0-22:30,FALSE,FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,99
Taco Bell,5840 Memphis Avenue,41.439816,-81.726985,1,1.5,Fast Food,Mexican,other,TRUE,TRUE,,,,FALSE,FALSE,FALSE,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,,,,,,,,,,,,,FALSE,16
Indies,530 Euclid Ave,41.4997445,-81.68982981,1,4.5,other,Indian,other,TRUE,FALSE,no,none,FALSE,FALSE,FALSE,FALSE,,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,69
Shake Shack,5300 Riverside Dr,41.41054916,-81.83869654,,3,Burgers,other,other,,,,,,,,,5:0-19:0,5:0-19:0,5:0-19:0,5:0-19:0,5:0-19:0,5:0-19:0,5:0-19:0,,,,,,,,,,,,,,12
Ruth's Chris Steak House,"200 Public Sq, Ste 104",41.5000404,-81.6922384,3,4,Bars,other,other,FALSE,FALSE,free,full_bar,FALSE,TRUE,FALSE,TRUE,16:0-21:0,17:0-22:0,16:0-22:30,17:0-22:0,17:0-22:0,16:30-22:30,16:30-22:30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,83
John John's Seafood,15828 Euclid Ave,41.5415709,-81.5699009,2,4.5,other,other,other,FALSE,TRUE,no,none,FALSE,FALSE,FALSE,FALSE,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8
Good Olde Daze,6001 State Rd,41.3998073,-81.7101937,,3.5,Burgers,other,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
La Morenita,3156 W 25th St,41.46825863,-81.70014862,1,5,other,Latin American,other,,,,,,FALSE,FALSE,FALSE,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-21:0,,,,,,,,,,,,,,4
